PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
30543,0,3,"Kenworthy, Dennis",male,51.0,0,0,12361,6.6,,S
62463,0,1,"Contreras, John",male,42.0,0,0,32082,33.3,C18474,S
69079,1,2,"Taylor, Geraldine",female,25.0,0,0,A. 15877,9.38,,S
17207,0,1,"Richardson, Robert",male,51.0,1,0,314200,25.04,C4309,S
81799,0,3,"Lo, Kenneth",male,28.0,0,1,A. 8538,11.96,,S
13818,0,2,"Tooley, Robert",male,18.0,1,2,15720,73.2,,C
21634,0,3,"Clemon, Paul",male,58.0,0,0,13818,22.85,,S
94194,1,1,"Obrien, Carol",female,47.0,0,0,26371,29.22,B12064,C
80257,1,1,"Burke, Lisa",female,41.0,0,0,4325350,58.14,B15450,Q
95628,1,2,"Fussell, Twila",female,28.0,0,0,13572,6.03,,S
97343,0,3,"Summers, Weldon",male,24.0,0,2,461852,10.11,,S
78237,0,1,"Guerrant, Patrick",male,51.0,0,0,9136,66.48,C2996,C
63689,0,3,"Berryman, Jim",male,5.0,0,0,A/5. 9331,11.71,,S
49572,1,1,"Bunnell, Julia",female,68.0,0,0,22651,7.43,,Q
70942,0,2,"Ely, James",male,29.0,0,0,C.A. 44602,6.78,,S
19376,0,3,"Phillips, John",male,25.0,0,0,4490231,30.71,,C
75509,1,1,"Leblanc, Robert",male,32.0,0,0,PC 24330,199.78,A10559,S
19524,1,3,"Sutherland, Mary",female,5.0,1,1,20389,26.27,,S
67237,1,2,"Covington, Andres",male,23.0,0,0,192596,24.0,,S
26428,1,3,"Ball, Lottie",female,2.0,0,2,464294,29.78,,C
40532,0,2,"Hickox, Gabriel",male,50.0,1,1,423769,76.46,,S
3436,0,3,"Fisher, Gloria",female,24.0,0,0,,13.65,,S
66040,1,2,"Ainsworth, Tamela",female,44.0,1,2,12064,26.94,,S
93622,1,2,"Winfield, Guadalupe",female,60.0,0,0,13238,22.54,B8852,Q
37119,1,1,"White, Jacqueline",female,23.0,0,0,212646,229.18,C3286,C
72193,0,2,"Javier, Andres",male,23.0,0,0,28022,28.88,,S
96497,1,1,"Carmichael, Jessica",female,54.0,0,1,PC 39949,129.14,B17263,S
66227,0,3,"White, Mark",male,27.0,0,0,10962,6.55,,S
52190,0,1,"Graser, James",male,25.0,0,0,STON/O 494727,5.75,,S
8486,1,1,"Tointon, Mitchell",male,44.0,0,0,3762342,201.1,B9314,Q
14768,0,1,"Hills, Jill",female,56.0,3,0,4270447,13.67,B5920,Q
89262,1,2,"Gallahan, Myrna",female,57.0,0,2,25721,222.37,,C
36260,1,2,"Spencer, Patricia",female,61.0,0,0,187159,14.15,,C
79766,0,1,"Sinicki, Dionna",female,41.0,0,0,43577,61.11,A14985,S
3799,1,2,"Poplin, Laura",female,66.0,0,0,,11.17,,S
60545,0,3,"Yates, Jason",male,36.0,0,0,12056,28.46,,S
47656,0,1,"Green, Corey",male,49.0,1,0,469195,12.09,,S
799,0,3,"Bauer, John",male,47.0,0,0,W./C. 11437,12.8,,S
50691,0,3,"Pippen, Robert",male,0.67,1,1,11630,74.56,,S
3787,1,3,"Hall, Barbara",female,0.75,1,2,20140,28.47,,C
39643,0,1,"Luechtefeld, Gilbert",male,51.0,1,0,11874,133.25,C16355,S
22602,0,1,"Zimmerman, Isabel",female,61.0,0,0,PC 28801,303.11,C14321,C
44436,0,1,"Wolfe, Loyd",male,21.0,1,0,A/5. 347245,144.2,C19658,S
29873,1,1,"Dileo, Thelma",female,24.0,0,0,11166,29.08,,C
42734,0,3,"Harpster, Michael",male,33.0,0,0,62625,13.63,,S
70971,0,3,"Sands, Walter",male,52.0,1,1,10842,62.89,,S
74606,0,3,"Dinkins, Douglas",male,19.0,0,0,11038,7.61,,S
7458,1,2,"Messer, Selma",female,64.0,0,0,5985,26.88,B9172,S
17975,0,3,"Sanders, Rafael",male,42.0,0,0,S.O.C. 23356,10.62,,S
15453,1,1,"Mccormick, James",male,,0,0,37974,27.46,B18913,Q
43949,0,1,"Smith, Harold",male,39.0,0,0,27159,238.92,E18536,S
98663,1,1,"Alanis, Richard",male,38.0,1,0,22237,82.25,C13367,S
27797,0,2,"Oneill, Marion",male,19.0,1,1,28169,28.52,T5882,S
8875,0,1,"Omalley, Mark",male,41.0,1,2,11551,31.9,D15222,S
37422,1,2,"Maples, Louise",female,18.0,0,0,A. 193717,11.77,,C
19725,0,3,"Sharp, Wayne",male,57.0,0,0,S.O.C. ,12.8,,S
97419,0,2,"Turner, Ronald",male,23.0,0,0,A. 433590,11.27,,S
55606,1,3,"Wheeler, Robert",male,22.0,0,0,19564,14.28,,S
78534,1,2,"Gentry, Oliver",male,26.0,0,0,SC/PARIS 47919,8.14,,S
4974,1,3,"Tshudy, Kathleen",female,2.0,1,2,CA 447340,36.08,,S
14748,0,2,"Anderson, Marsha",female,8.0,1,1,44209,32.59,,S
49945,1,2,"Noreen, Tracy",female,29.0,1,0,40554,28.26,,S
1676,1,2,"Lee, Pam",female,52.0,0,1,13966,27.01,,S
15214,0,2,"Tlumacki, Henry",male,55.0,0,0,6916,20.1,,S
6278,0,1,"Garrett, Helen",female,57.0,0,0,PC 18804,309.3,B19193,Q
22215,1,1,"Kesler, Lea",female,33.0,0,0,38862,28.76,A21889,C
61906,1,2,"Byers, James",male,37.0,0,0,490118,106.82,C9686,C
57222,0,3,"Belliveau, Scott",male,21.0,0,0,SOTON/O.Q. ,8.74,,S
59644,1,1,"Bustos, Rosetta",female,27.0,0,0,199036,222.43,C10490,C
84613,1,3,"Beebe, Sandi",female,42.0,0,0,11509,22.53,C21989,C
4692,0,3,"Shearer, Gussie",female,22.0,0,0,,8.44,,S
83542,1,1,"Scharich, Wallace",male,30.0,0,1,10624,101.59,C13786,S
28540,1,1,"Cendejas, Ruth",female,44.0,0,1,12306,31.19,,Q
19885,0,3,"Browning, Robert",male,28.0,0,0,10876,5.39,,S
41421,1,2,"Smith, Carlos",female,72.0,0,0,191068,7.2,,C
49381,0,1,"Schiel, Maria",female,50.0,0,0,PC 39552,30.23,D19005,Q
16983,0,3,"Moultrie, Brent",male,42.0,0,0,19662,7.9,,S
36036,0,3,"Myers, Ashley",female,48.0,2,1,433092,12.21,,S
56961,0,3,"Bacon, Sergio",male,47.0,0,0,198056,24.5,,S
75770,1,2,"Hall, Kristin",female,64.0,0,0,8824,10.96,,S
88061,1,3,"Draves, Ella",female,37.0,3,0,C.A. ,8.33,,S
55622,0,1,"Macfarland, Elizabeth",female,58.0,1,2,CA. 219062,29.32,A19567,S
78433,1,2,"Shelton, Amanda",female,73.0,0,0,480393,15.32,,S
84720,1,1,"Brown, John",male,42.0,1,0,PC 28414,36.49,C5217,S
18513,0,3,"Thompson, Michael",male,61.0,0,0,4117578,11.01,,S
4528,1,1,"Crites, Barbara",female,56.0,0,0,292498,119.35,E9619,C
5558,1,3,"Bessette, Sandra",female,36.5,0,0,SC ,10.72,,S
62105,1,2,"Thierry, Tinisha",female,59.0,0,0,469285,15.06,,S
48615,0,3,"Cudney, Kyle",male,,0,0,4318279,7.9,,S
70439,0,2,"Miles, Chris",male,10.0,0,2,8884,29.35,,S
55476,0,2,"Urie, Kimberly",female,25.0,0,0,A. 41422,12.77,,S
19941,1,1,"Dipietro, Kathleen",female,43.0,1,0,26719,83.64,B9425,Q
36158,0,3,"Skowronek, Ralph",male,50.0,0,0,3827192,9.13,,S
56146,0,1,"Mcwhirt, Robert",male,36.0,0,0,24934,31.33,,S
4267,1,3,"Barr, Carla",female,23.0,1,1,14854,34.13,,S
43742,0,1,"Donalson, Alicia",female,34.0,0,0,3769490,26.55,C17003,S
60989,0,3,"Harris, Raymond",male,27.0,0,0,S.C./PARIS ,7.32,,S
51998,1,1,"Nichols, Debbie",female,,0,0,27016,251.39,C18848,S
81375,0,3,"Tilley, Nicole",female,0.33,1,2,C.A. 467236,32.86,,S
5215,0,1,"Cardenas, Dale",male,42.0,0,0,40445,7.56,,S
64863,0,1,"Standley, Tamara",female,23.0,0,1,455177,27.75,B15053,C
16177,0,3,"Miller, Travis",male,24.0,0,0,30225,4.48,,S
24881,0,1,"Williams, Diego",male,56.0,1,2,25835,8.46,A20218,S
38502,0,3,"Manning, Thaddeus",male,52.0,0,1,45220,6.21,,S
56574,1,3,"Furst, Avis",female,5.0,1,2,10203,10.82,,S
72384,0,1,"Oden, Theresa",female,56.0,0,0,16421,23.32,,S
88112,1,1,"Hayes, Alfredo",male,38.0,1,0,38631,84.6,,S
22250,0,2,"Pelter, Dustin",male,67.0,0,0,24838,13.26,,S
38154,1,1,"Goffinet, Bridget",female,30.0,0,0,55886,34.68,C6044,C
55434,1,3,"Smith, Brian",male,41.0,1,2,207465,65.41,,S
4407,1,2,"Butler, Eleanor",female,35.0,0,1,389851,8.11,,C
89071,1,2,"Okeefe, Diana",female,45.0,0,0,,7.87,,S
52168,0,2,"Mcclelland, Edward",male,18.0,1,1,SC/PARIS 11230,27.73,,C
13894,0,2,"Taylor, Kelly",male,45.0,0,0,S.C./PARIS 493432,8.27,,S
25332,0,3,"Roach, Patrick",male,53.0,0,0,9492,8.01,,S
14307,0,3,"Vogt, Hunter",male,34.0,0,0,A. 10407,27.45,,S
55098,0,1,"Neff, Martha",female,51.0,0,2,PC 332717,70.03,B16751,C
48599,0,2,"Roger, Evelyn",female,10.0,0,0,SC/AH 11464,9.0,,S
89067,0,1,"Marley, Terry",male,63.0,0,0,60361,23.25,C15518,S
7805,1,2,"Luna, Monty",male,58.0,0,0,11115,10.13,,S
21540,0,1,"Espericueta, Altha",female,48.0,1,1,S.O.C. 28698,216.34,B13205,Q
41325,1,2,"Wilson, Tina",female,58.0,0,0,199329,12.01,,S
42965,0,3,"Berntson, Benjamin",male,27.0,0,0,305059,7.65,,S
83540,0,3,"Black, Arthur",male,35.0,0,0,3914076,30.16,,S
57951,1,1,"Ortega, Kristi",female,24.0,1,2,39165,66.83,B10314,S
69408,0,2,"Mcdonald, Stella",female,71.0,0,0,A./5. 465005,29.27,,S
96208,1,2,"Holtz, Ruth",female,58.0,0,0,11682,10.62,,C
40628,1,3,"Epperson, Michele",female,74.0,0,0,A/5. 425932,10.36,,S
19659,1,3,"Maretti, Danita",female,1.0,1,1,429415,27.18,,S
41701,0,1,"Homes, Kyle",male,61.0,0,0,30276,71.73,A7722,S
3620,1,1,"Rader, Nikita",female,27.0,0,0,A/5. 20070,29.18,E3954,S
16700,0,3,"Barrett, Robert",male,6.0,0,0,STON/O 344235,10.98,,S
92196,1,2,"Pomeroy, Teresa",female,52.0,8,1,22382,30.36,,C
86622,0,2,"Hargrove, Kevin",male,58.0,0,0,9994,15.06,,S
3926,0,3,"Patton, Keenan",male,56.0,0,0,458604,11.45,,S
42494,0,1,"Dingman, Thomas",male,61.0,0,0,9923,180.04,B5658,Q
43381,0,2,"Massman, Jessica",female,60.0,1,0,S.O.C. 212541,13.83,,S
52513,0,2,"Schleppenbach, Hugo",male,25.0,0,2,10452,9.41,,S
66367,0,2,"Schlegel, Grace",female,69.0,0,0,9060,7.4,,S
40115,0,2,"Lewis, Tommy",male,28.0,0,1,11539,21.77,,S
99454,1,2,"Kaplan, Gail",female,36.0,0,0,13152,7.3,E21864,S
2781,0,3,"Squire, Joseph",male,34.0,0,0,4059758,26.13,,S
98570,0,3,"Harris, Louis",male,26.0,0,1,462106,11.69,,S
37612,1,1,"Wright, Amanda",female,47.0,0,2,PC 44100,210.23,A11071,S
32973,0,3,"Shortridge, Robert",male,24.0,0,0,44203,9.2,,S
3451,0,3,"Hamilton, Larry",male,24.0,0,0,,6.82,,S
8441,0,3,"Serrano, Scott",male,48.0,0,0,456920,8.05,,S
97174,1,1,"Rauser, Eldora",female,60.0,0,0,25926,101.47,B14505,Q
37510,1,3,"Harrington, Amber",female,64.0,0,0,21097,97.74,,C
63829,1,1,"Ward, Solange",female,49.0,0,1,A/5 461038,34.89,D5375,C
16128,0,2,"Dean, Julio",male,44.0,0,1,25031,22.72,,S
65044,0,3,"Dalton, Derrick",male,45.0,0,0,11685,9.7,D11612,Q
84780,0,3,"Halford, Tina",female,53.0,0,0,4138380,8.92,,S
68542,1,1,"Hung, John",male,45.0,0,0,PC 26887,84.73,C4746,S
77310,1,1,"Murphy, Michael",male,,0,0,F.C.C. 350050,9.01,C10277,C
42128,1,2,"Pugmire, Karen",female,4.0,0,0,12101,32.39,,S
26850,1,1,"Johnson, Ashley",female,32.0,1,0,18609,282.3,C9848,C
5264,1,1,"Cox, Delbert",male,,0,0,PC 472078,183.12,B14456,S
93770,1,1,"Jones, Ellie",female,30.0,1,0,PC 25761,143.46,B21445,S
13328,1,3,"Mccarthy, Ronda",female,26.0,0,0,20164,9.69,,C
42657,0,3,"Hodge, Barbara",female,29.0,0,0,447724,9.83,,S
38238,0,3,"Oman, Joshua",male,27.0,0,0,25720,11.63,,S
48067,0,1,"Santos, Lola",female,32.0,0,0,PC 47894,230.34,C10319,C
61918,0,1,"Martin, Edgar",male,58.0,1,0,225511,25.94,,S
51267,0,3,"Rochester, Sandra",female,37.0,0,0,A. 30289,27.6,,S
54870,0,3,"Dinkins, Chad",male,63.0,0,2,16286,8.98,,S
96568,0,3,"Sheldon, Ralph",male,16.0,0,0,A. 358435,10.33,,S
70720,0,3,"Woolridge, Christina",female,4.0,0,4,4332025,29.62,B12620,S
68070,1,1,"Fields, Kathleen",female,68.0,0,0,40366,102.11,D9852,C
315,0,1,"Medeiros, Veronica",female,61.0,0,0,PC 463531,102.65,B20847,Q
38799,1,1,"Thompson, Hazel",female,36.0,0,0,16790,276.67,C7557,C
95237,1,1,"Rayford, Huong",female,66.0,1,1,330666,63.47,A3660,S
96720,0,3,"Sternberg, Edward",male,49.0,1,0,12153,8.04,,S
98434,0,3,"Montney, Derrick",male,20.0,0,2,460674,8.7,,S
97616,0,2,"Colgan, Hubert",male,27.0,2,0,3898076,23.39,,S
27304,0,2,"Bratton, Wesley",male,58.0,0,0,STON/O 15730,12.0,,S
78664,1,1,"Binkley, Kathy",female,66.0,0,0,329987,32.42,,C
95997,0,3,"Nelson, Gregory",male,20.0,0,0,A. 14951,8.42,,S
64425,1,1,"Mabery, Paul",male,57.0,0,0,PC 25557,31.98,,C
16311,1,2,"Eggleston, William",male,64.0,2,0,396682,23.47,,S
33509,1,1,"Simcox, Catherine",female,42.0,1,0,23747,273.79,B15449,C
65341,1,1,"Jones, Robert",male,55.0,1,0,41747,28.41,C3243,C
13369,0,1,"Parker, Ellen",female,65.0,0,0,PC 41349,93.35,B7249,Q
4080,0,3,"Dooley, Cheryl",female,28.0,0,0,SOTON/O2 3850527,21.96,,S
56289,1,3,"Varnell, Susan",female,59.0,3,0,SOTON/O.Q. 4133777,27.66,,C
93047,1,2,"Patterson, Sonia",female,,0,1,10800,30.55,,C
34280,0,3,"Harrison, Judy",female,50.0,0,0,55836,8.09,,S
92186,1,2,"Juarez, Cheryl",female,70.0,0,0,A/5 ,28.27,,S
46094,1,2,"Arrington, Paul",male,55.0,0,1,27701,12.18,,S
31583,0,3,"Parsons, Alice",female,26.0,0,0,A. 14227,8.61,,S
63752,0,1,"Campbell, Ronnie",male,61.0,2,1,19236,30.02,B7282,S
93116,0,2,"Prosser, Dennis",male,34.0,0,0,409460,7.36,,S
24275,0,3,"Hughes, Gregory",male,42.0,0,0,9039,10.47,C11248,S
27264,0,2,"Murray, Mark",male,37.0,0,0,3914082,9.67,,S
64914,0,2,"Joslin, Margaret",female,43.0,0,0,24906,14.26,,S
72621,1,3,"Henry, Samuel",male,2.0,0,1,353716,34.2,,S
14505,1,2,"Curtis, Sandra",female,47.0,1,0,9506,27.63,,S
1643,0,3,"Williams, Daryl",male,25.0,0,0,A/4. 461121,5.06,,S
85851,0,2,"Reeder, Francis",male,37.0,0,4,22696,64.01,,S
19625,0,2,"Thompson, Frank",male,8.0,2,1,11436,29.92,,S
6880,1,2,"Scrivener, Elroy",male,62.0,0,0,43254,10.76,,S
43351,0,3,"Solis, Corey",male,34.0,0,0,14181,10.11,,S
35731,0,3,"Ehmann, Tom",male,21.0,0,0,A/5. 28589,25.76,,S
56856,0,2,"Kriser, George",male,65.0,0,2,6687,12.07,,S
33105,1,3,"Miscione, Teri",female,68.0,0,0,28981,9.99,,S
97610,1,1,"Mieszala, Bessie",female,34.0,0,0,506763,133.29,C20753,S
44592,1,2,"Maloy, Jackie",female,56.0,0,1,41712,10.01,,S
85214,1,3,"Akers, Doreen",female,57.0,1,1,13558,32.46,F13695,S
85951,0,1,"Hawkins, Joshua",male,41.0,0,0,448687,25.31,E16874,S
64279,0,3,"Tucker, Fred",male,53.0,0,0,C.A. 297145,7.5,,S
35108,0,3,"Rivira, Donald",male,24.0,0,0,A/5. 3837658,11.03,,S
73793,1,1,"Jenkins, Sandra",female,62.0,0,0,25262,27.62,C22870,C
33761,0,1,"Johnson, Stuart",male,55.0,0,1,PC 20762,69.23,A3826,S
79388,0,1,"Funderburg, Prudence",female,65.0,1,0,C.A. 4057199,26.73,A12103,S
99096,1,2,"Crawford, Raeann",female,56.0,4,1,40019,73.67,,S
66196,0,1,"Schaefer, Scott",male,37.0,1,1,13561,26.12,C9039,S
45641,1,2,"Persing, William",male,31.0,2,0,7922,23.75,,S
42480,0,1,"Obrien, Douglas",male,50.0,8,0,24914,403.46,A20108,S
14856,1,1,"Rayl, Ronald",male,37.0,0,1,PC 26750,252.29,C5371,C
93919,0,1,"Peterson, Wilburn",male,59.0,1,0,PC 432625,82.48,B12799,S
95579,0,2,"Moore, James",male,45.0,0,0,432407,10.7,,S
43626,0,1,"Hill, Michael",male,52.0,0,0,234112,126.83,C19819,C
57527,0,3,"Merrill, Kevin",male,48.0,0,4,A. 210782,13.04,,S
82401,1,3,"Dent, Roberta",female,4.0,1,2,13885,32.41,,S
39956,1,1,"Davis, Jennifer",female,73.0,0,5,PC 11689,199.21,B18669,Q
25875,0,2,"Pederson, Nicholas",male,21.0,0,0,30951,14.27,,S
15727,0,3,"Marsaw, Alan",male,47.0,0,0,C.A. 24211,10.17,,S
68364,0,2,"Rosado, Jackie",male,45.0,0,0,349570,10.52,,C
28084,1,2,"Slenker, Eve",female,50.0,0,0,27220,25.39,,C
60289,0,3,"Reeves, Dale",male,25.0,0,0,9519,25.39,,S
4141,0,3,"Williams, Douglas",male,60.0,0,0,23751,17.54,,S
95481,0,2,"Cavallo, Eric",male,51.0,0,0,3961697,13.51,,S
57524,0,3,"Young, Roy",male,,0,0,F.C. 12056,75.75,,S
57056,1,3,"Tarr, Miguel",male,15.0,0,0,,11.83,,S
20566,1,3,"Brantley, Doris",female,24.0,0,0,,7.53,,S
57354,1,3,"Rabago, Vito",male,50.5,0,0,,8.04,,S
29324,1,1,"Thornhill, Elizabeth",female,60.0,1,1,37829,149.18,A21916,S
86002,0,2,"Ulbrich, Melinda",female,27.0,0,0,9626,7.82,,S
36655,1,1,"Shelton, Sandra",female,33.0,0,0,27256,24.75,D16431,C
7430,0,2,"Pollock, Troy",male,28.0,1,0,10049,10.67,,S
17014,0,2,"Cooley, William",male,52.0,0,0,36450,57.33,,Q
99326,0,1,"Moore, Elliott",male,38.0,0,0,F.C.C. 60875,9.82,,S
12753,1,2,"Robertson, Colleen",female,23.0,0,0,444274,15.67,,S
15886,0,3,"Mann, Scott",male,22.0,1,1,475414,31.99,,C
89654,0,3,"Hancock, Adam",male,70.0,0,0,42288,11.22,,S
95508,1,2,"Portillo, Kurtis",male,36.0,1,0,36285,29.14,,S
65682,1,2,"Dunn, Bertha",female,0.58,0,1,10259,8.29,,S
32474,1,1,"Bencomo, James",male,34.0,0,0,C.A. 35920,9.66,B23274,Q
98192,1,1,"Kramer, George",male,47.0,1,0,408800,63.81,C9012,C
19883,0,3,"Colburn, Dennis",male,46.0,0,0,19257,7.83,,Q
98575,0,3,"Hess, Jack",male,23.0,0,1,,11.73,,S
11720,1,3,"Hampton, Wade",male,58.0,0,0,C.A. 420865,10.61,,S
63793,1,2,"Berry, Rhonda",female,55.0,0,0,27445,59.98,,S
51420,0,2,"Winter, David",male,10.0,0,0,304787,28.17,,S
95714,0,3,"Berryhill, Bryan",male,23.0,0,0,3621038,22.92,,S
12094,0,3,"Torres, James",male,21.0,0,0,F.C.C. 306722,9.44,,S
37669,1,1,"Coates, Jorge",male,48.0,8,0,32601,510.21,C23075,C
10023,0,3,"Hill, Samuel",male,32.0,2,0,10808,9.62,,S
76674,0,3,"Boggs, Martin",male,7.0,4,0,319139,27.3,,S
54045,0,1,"Freeman, Larry",male,52.0,1,2,PP 10216,430.21,B14674,S
44489,1,2,"Harrison, Amelia",female,28.0,0,0,12861,8.79,,S
33654,0,2,"Kelly, Harold",male,36.0,0,0,3884941,5.07,,S
78158,0,2,"Grimes, Thomas",male,20.0,0,0,28265,5.81,D11916,S
58739,0,3,"Persaud, Andre",male,29.0,0,0,434548,7.95,,S
64218,1,2,"Johnson, Ann",female,16.0,0,0,25391,13.18,,S
59437,0,3,"Mckouen, James",male,65.0,0,0,A/5 ,12.13,,S
15699,0,3,"Booth, David",male,55.0,0,0,471738,10.03,,S
11617,0,1,"Haynes, Ginger",female,7.0,0,0,PC 448537,26.45,B11350,Q
87714,0,1,"Orman, Joseph",male,60.0,0,0,21616,26.69,C7443,S
498,0,2,"Piedra, Kathrine",female,74.0,0,0,16256,16.37,,S
68478,1,1,"Zettlemoyer, David",male,53.0,1,2,436865,30.91,C3983,S
49928,1,1,"Hicks, Kelly",female,63.0,1,0,185363,276.64,C19886,S
20201,1,2,"Davis, Travis",male,21.0,0,0,454004,6.94,,C
80807,0,2,"Hoffman, Deborah",female,7.0,0,1,455963,8.39,,S
59065,1,2,"Davis, Michael",male,22.0,0,0,463126,9.28,,S
12511,1,1,"Gleason, Milagros",female,19.0,0,0,34286,69.86,C9698,C
25462,0,3,"Stringer, Darius",male,38.0,0,0,27764,12.7,,S
20402,1,2,"Monroe, Savannah",female,57.0,4,0,25037,103.69,B9101,Q
81654,0,3,"Flynn, Sharon",female,32.0,0,0,,11.2,,S
13857,0,2,"Scheppke, Carrie",female,10.0,1,2,435708,25.31,,S
37845,0,2,"Wade, Elizabeth",female,70.0,0,0,19465,24.42,,Q
40945,0,3,"Templin, William",male,30.0,0,0,STON/O 311564,8.69,,S
39824,0,1,"Klepchick, Ellen",female,20.0,0,2,PC 13482,112.69,A19598,S
97134,0,3,"Mason, Joseph",male,,1,0,448491,10.25,,S
71973,1,1,"Nelson, Lisa",female,57.0,0,0,PC 25117,240.57,C15927,C
31202,1,3,"Davis, Brandon",male,64.0,0,0,,8.46,,S
36628,1,1,"Morrison, Ann",female,37.0,1,0,21424,216.15,B11682,Q
75637,1,2,"Palmer, Ramon",male,29.0,1,1,10515,22.52,,S
28162,0,2,"Woodworth, Marcus",male,7.0,0,0,11891,10.7,,S
52216,0,2,"Jarman, Beth",female,66.0,1,0,21488,28.0,,S
62252,1,1,"Horwitz, Donald",male,20.0,1,0,305808,82.39,C10539,S
10177,1,1,"Small, Rosemary",female,56.0,0,0,PC 210341,132.13,C21840,C
54879,1,2,"Montgomery, Jennifer",female,50.0,1,0,A/4 446513,28.16,,C
23118,1,2,"Reid, Amy",female,48.0,0,0,440508,9.98,C17333,S
12312,0,3,"Concepcion, Frieda",female,27.0,0,0,4071673,14.09,,S
5337,1,3,"Rhine, Natasha",female,1.0,1,2,453286,34.27,,C
76102,1,1,"Hanley, Wanda",female,40.0,0,0,412822,83.89,C22588,C
47264,1,1,"Sanchez, Mathew",male,67.0,1,0,172572,111.99,B21688,Q
85189,0,1,"King, Raymond",male,41.0,1,0,25940,58.66,D10379,S
67315,1,3,"Boyce, Oscar",male,41.0,0,0,214823,7.32,,C
39141,0,1,"Prucha, Grover",male,67.0,0,0,3868680,66.17,B18750,Q
35854,0,3,"Nelke, Tianna",female,8.0,0,2,C.A. 16572,10.76,,S
89842,0,2,"Beyer, Elizabeth",female,33.0,1,0,SC/PARIS 23354,428.31,A14910,S
86268,1,1,"Privette, Ryan",male,64.0,0,0,15878,160.87,C8174,Q
87373,0,2,"Wiggins, Johnny",male,9.0,0,0,19669,12.44,,S
55038,0,1,"Heatherly, Joyce",female,30.0,1,4,PC 26896,58.77,A10669,C
13497,0,1,"Lewis, Tonya",female,43.0,1,2,A/4 10405,208.1,A2913,C
79391,1,2,"Ratermann, Marilyn",female,56.5,2,0,9574,11.07,,S
6462,1,3,"Harris, Frankie",male,29.0,0,0,13589,8.23,,C
50488,0,3,"Parenti, Robert",male,40.0,0,4,A. 196283,12.59,,C
29375,0,2,"Barraza, Donald",male,29.0,0,0,3736000,8.64,,S
12741,0,2,"Cohen, Horace",male,27.0,1,0,14553,30.87,,S
51345,1,3,"Herman, Joyce",female,4.0,1,2,403907,101.97,,C
20931,1,2,"Grandfield, Diane",female,43.0,1,1,486749,39.2,,S
39088,0,3,"Bass, John",male,38.0,1,0,23172,28.46,,S
85402,1,2,"Ashby, Juan",female,69.0,0,0,9494,34.21,,C
79374,1,2,"Beaulieu, Patricia",female,24.0,0,0,14444,24.0,,S
22717,1,1,"Spurgeon, Hazel",female,65.0,1,0,13828,33.11,D22187,C
99127,0,3,"Rock, Jose",male,0.17,1,2,8441,30.64,,S
18312,1,1,"English, Damon",male,19.0,0,0,31416,26.79,C23017,S
86348,1,3,"Dejong, Mary",female,27.0,0,0,408285,4.28,,S
78048,0,3,"Hall, Michael",male,1.0,0,0,226814,7.19,,S
21670,0,3,"Delgado, Iris",female,22.0,0,0,,9.63,,S
12680,1,2,"Kinney, Lillie",female,59.0,0,0,5820,31.25,C3363,S
43300,0,2,"Smith, Rhonda",female,36.0,0,1,SC/AH 447498,7.61,,S
7204,1,1,"Burchinal, Ellen",female,35.0,0,0,PC 215254,69.04,B4601,C
6369,1,2,"Rand, Emma",female,13.0,0,0,11221,9.05,,C
14217,0,3,"Hernandez, Rick",male,32.0,0,0,9270,8.98,,S
29425,0,1,"Anderson, Andy",male,27.0,0,0,494785,22.79,E7000,S
92511,0,1,"Estevez, Rhonda",female,58.0,3,0,PC 4228027,64.63,A4120,S
74463,1,3,"Williams, Renae",female,24.0,0,0,,10.34,,S
60386,1,2,"Pedigo, Brian",male,29.0,0,0,22431,7.79,,C
56557,0,1,"Roger, Delbert",male,40.0,1,2,PC 24723,471.44,B11694,C
63326,1,3,"Dina, Kenneth",male,27.0,0,0,C.A. 24781,6.92,,S
45604,1,1,"Thompson, Bonnie",female,58.0,0,0,427583,258.35,C10843,C
95000,1,3,"Lewis, Heather",female,16.0,0,0,A. 20931,12.9,,S
16203,0,3,"Mendoza, Mary",female,26.0,3,0,,11.04,,S
23616,0,3,"Smith, Christopher",male,,0,0,9954,11.04,,S
13941,1,2,"Williams, Jesus",male,47.0,0,0,,10.29,,S
28826,1,1,"Kulik, Amy",female,59.0,4,0,319124,30.93,A9757,S
8217,1,2,"Jones, Tiffany",female,11.0,0,0,42217,26.71,,S
65233,1,2,"Bassham, Lisa",female,13.0,0,0,SC/PARIS 434620,10.07,F1210,C
11923,0,3,"Walton, Mary",female,40.0,0,2,28000,64.56,,S
2435,1,3,"Powers, Elvira",female,24.0,0,0,311116,33.12,,S
68446,0,3,"Bennett, Daniel",male,,0,0,4048442,8.31,,S
33691,1,3,"Winfield, Christopher",male,70.0,0,0,192516,20.72,B8687,S
49610,1,2,"Mayfield, Patricia",female,63.0,0,0,43331,30.86,,C
1752,0,3,"Wingard, Mitchell",male,54.0,3,2,433084,31.99,,S
73797,0,3,"Risbeck, Rodney",male,21.0,0,0,STON/O 332655,7.42,,S
40781,0,3,"Trader, Lewis",male,31.0,0,0,4037036,9.25,,S
57293,1,3,"Martin, Caroline",female,44.0,0,0,10433,22.99,,C
27160,1,2,"Mckee, John",male,46.0,1,2,484679,65.86,,S
